payment_code|operation_code|party_type|name|company_reg_no|business_reg_no|passport|account|account_status|relationship_start_date|relationship_type|agreement_date|statement_date|capacity|facility|credit_limit|instalment_amount|amount_in_arrears|month_in_arrears|tenure|total_balance_outstanding|late_payment_interest|principal_repayment_term|collateral_type|legal_status|date_status_update|deletion_reason_code|total_amount_paid|debt_type|email|mobile_no|date_of_notice|sponsor_constitution|sponsor_old_ic_company_reg_no|sponsor_new_ic_business_reg_no|sponsor_passport_no|sponsor_name|sponsor_status|sponsor_remarks|old_account_no
A|A|I|BRADLEY PERKINS||540513028157||JCL000021|1|20240706|1|20240719|20240831|1|1|40935.25|8587.81|0.0|0|143|31060.84|13|1|5|0|20240831|0|0.0|001|ybender@example.org|017-5603982||C|2023161052-K|2023161052-K||KELLEY GROUP SDN BHD|1||
A|A|I|RICHARD ALLISON||670415079950||JCL000022|1|20250122|1|20250126|20250608|1|1|6704.86|2186.37|13118.22|6|92|2200.42|13|1|4|0|20250608|0|0.0|001|daniel86@example.org||||||||||
A|A|I|DERRICK HAYES||961225022880||JCL000023|1|20220711|1|20220715|20231126|1|1|5138.04|4165.98|12497.94|3|37|2186.95|13|1|5|0|20231126|0|0.0|002|chenerica@example.net|||C|2009150403-W|2009150403-W||MARTINEZ PLC SDN BHD|1||
A|A|I|ASHLEY DAVIS||730707139266||JCL000024|1|20221110|1|20221113|20250603|1|1|9334.57|4667.28|0.0|0|60|3052.43|10|1|3|0|20250603|0|0.0|002|mbuchanan@example.org|013-9293870|||||||||
A|A|I|ZACHARY TORRES||690109115734||JCL000025|1|20220925|1|20221002|20230512|1|1|38707.98|12760.87|0.0|0|91|38336.79|18|1|1|0|20230512|0|0.0|001|clarkdavid@example.com||||||||||
A|A|I|KEVIN SIMON||680308101878||JCL000026|1|20230917|1|20231003|20240919|1|2|48667.26|10579.84|0.0|0|138|36478.57|14|1|0|0|20240919|0|0.0|004||014-3451215||C|2002853298-H|2002853298-H||WILSON, FREY AND SCHAEFER SDN BHD|1|CO-BORROWER|
A|A|C|DANIEL PLC SDN BHD|2010836675-W|2010836675-W||JCL000027|1|20240721|1|20240727|20250202|1|2|10757.74|1802.97|0.0|0|179|1947.81|18|1|0|0|20250202|0|0.0|004|daviskristin@example.net|||I||951124148970||LYNN CLARK|1|CO-BORROWER|
A|A|B|JERRY NEWTON & GARCIA LLC|2009747909-K|660214073149||JCL000028|1|20230617|1|20230704|20250218|1|1|43030.37|8841.86|0.0|0|146|9401.48|17|1|5|0|20250218|0|0.0|003|othomas@example.org|017-5034069|||||||||
A|A|I|JAMES BIRD||960317093850||JCL000029|4|20241227|1|20250120|20250318|1|2|39335.06|8194.8|81948.0|10|144|8742.95|17|1|0|1|20250318|0|0.0|003|kimberly29@example.com|013-6738804|20250214||||||||
A|A|C|SMITH-GRAY SDN BHD|2015300735-X|2015300735-X|H#######|JCL000030|1|20240204|1|20240207|20250403|1|1|42501.31|24057.35|0.0|0|53|19376.82|17|1|5|0|20250403|0|0.0|004|ashley30@example.org|013-7827975|||||||||
A|A|I|JOHN BRYANT||700203068213||JCL000031|1|20241130|1|20241220|20250604|1|1|35778.88|20641.66|0.0|0|52|5277.92|10|1|1|0|20250604|0|0.0|003|jason24@example.com|016-7503518|||||||||
A|A|I|JEFFREY WHITE||511009061146||JCL000032|1|20240614|1|20240625|20250607|2|2|25922.37|5718.17|0.0|0|136|13261.87|11|1|0|0|20250607|0|0.0|001|amandacalderon@example.com||||||||||
A|A|I|THOMAS RICH||880309124705||JCL000033|1|20241104|1|20241121|20250427|1|2|8217.9|1941.24|0.0|0|127|7445.25|15|1|0|0|20250427|0|0.0|004|mitchellamanda@example.org|018-1394094||I||880825074352||ANTHONY OWENS|1|GUARANTOR|
A|A|I|JOSEPH GARCIA||920615109150||JCL000034|1|20250309|1|20250312|20250503|1|2|28830.72|4831.96|0.0|0|179|12745.88|15|1|0|0|20250503|0|0.0|002||014-1050182|||||||||
A|A|B|JACKSON GONZALES & COBB LLC|2022818593-W|970128122367||JCL000035|1|20240430|1|20240522|20240918|1|1|38685.49|8726.05|34904.2|4|133|35769.71|13|1|4|0|20240918|0|0.0|004|zacharyrobertson@example.com|||C|2006927824-M|2006927824-M||PATTON GROUP SDN BHD|1|GUARANTOR|
A|A|B|JACQUELINE LEON & MALDONADO LTD|2012901595-M|970902049351||JCL000036|1|20220908|1|20220927|20250315|1|1|42011.64|9694.99|9694.99|1|130|28906.23|13|1|5|0|20250315|0|0.0|001|sortiz@example.net|019-3655808|||||||||
A|A|I|CHRISTIAN JOHNSON||630823044818||JCL000037|1|20250108|1|20250115|20250213|1|2|34557.56|9599.32|0.0|0|108|30171.47|14|1|0|0|20250213|0|0.0|001||019-2565301|||||||||
A|A|I|FREDERICK ROBBINS||551204042491||JCL000038|1|20240504|1|20240522|20240909|1|2|29385.87|5247.48|0.0|0|168|904.06|18|1|0|0|20240909|0|0.0|003|flin@example.net|014-9700415||I||840213128945||PHILLIP STEWART|1|CO-BORROWER|
A|A|I|MICHAEL MILLER||750226079284||JCL000039|1|20240813|1|20240901|20241018|2|1|38848.24|11425.95|0.0|0|102|3092.9|18|1|1|0|20241018|0|0.0|004||012-9866282|||||||||
A|A|I|RONALD JACKSON||980507081598||JCL000040|1|20240301|1|20240316|20241210|1|2|23183.32|4164.67|0.0|0|167|22366.97|15|1|0|0|20241210|0|0.0|001|luiscooper@example.com|013-2903593|||||||||
A|A|I|KATIE LUCAS||911004077512||JCL000041|2|20250202|1|20250217|20250622|1|2|13292.04|4287.75|0.0|0|93|0.0|11|1|0|0|20250622|0|0.0|002|smithjanet@example.org|016-8579761|||||||||
A|A|I|HARRY MORALES||991019077178||JCL000042|1|20240705|1|20240729|20241211|2|2|35344.17|17971.61|17971.61|1|59|18862.62|10|1|0|0|20241211|0|0.0|003|brocksydney@example.org|017-7194975|||||||||
A|A|B|KRISTINE KING & ROMAN, COPELAND AND HESTER|2009685029-K|780710098953||JCL000043|1|20241117|1|20241201|20250327|1|1|39418.68|8958.79|0.0|0|132|22969.13|13|1|2|0|20250327|0|0.0|002|carolyn39@example.org|018-5840466|||||||||
A|A|I|DAWN SMITH||990725049392||JCL000044|2|20230713|1|20230716|20240228|1|2|12654.67|2636.39|0.0|0|144|0.0|10|1|0|0|20240228|0|0.0|004||018-8799533||I||530812055236||SANDRA HARRIS|1|CO-BORROWER|
A|A|I|JENNIFER COOK||800228047242||JCL000045|3|20230726|1|20230825|20240125|1|2|13183.38|3696.27|44355.24|12|107|2226.9|10|1|0|2|20240125|0|0.0|002|deborahmyers@example.org|017-8799166|20231117|I||820319107117||DANIEL SIMPSON|1||
A|A|I|ANDREW ANDERSON||690822097709||JCL000046|1|20230816|1|20230903|20240712|1|1|21966.22|3853.72|0.0|0|171|14243.53|15|1|3|0|20240712|0|0.0|003|||||||||||
A|A|I|MAUREEN WARNER||690123073597||JCL000047|1|20241013|1|20241013|20250507|1|2|42755.48|7869.11|0.0|0|163|23874.54|17|1|0|0|20250507|0|0.0|002|judith49@example.org|014-5684569|||||||||
A|A|C|VANCE-ADAMS SDN BHD|2006785102-W|2006785102-W||JCL000048|1|20240114|1|20240131|20241201|1|1|25473.52|23157.75|23157.75|1|33|19994.72|11|1|1|0|20241201|0|0.0|003|ayalajennifer@example.org|014-3773335|||||||||
A|A|I|AMANDA RIVERA||880901045016||JCL000049|2|20241002|1|20241027|20241221|2|1|48314.58|12283.37|0.0|0|118|0.0|14|1|3|0|20241221|0|0.0|003|||||||||||
A|A|I|AARON MORENO||770317046498||JCL000050|1|20220907|1|20220925|20250611|1|2|25848.5|4561.5|0.0|0|170|10159.66|17|1|0|0|20250611|0|0.0|003|smithamy@example.com|013-7683675|||||||||
A|A|I|ALICIA LEE||710912083646||JCL000051|1|20231208|1|20231213|20240615|1|1|6962.4|5802.0|0.0|0|36|600.84|10|1|2|0|20240615|0|0.0|001|michaellong@example.net|013-6143662|||||||||
A|A|I|MEGAN WEAVER||730921094063||JCL000052|1|20240420|1|20240515|20240605|2|1|38526.32|6920.9|20762.7|3|167|37079.83|14|1|5|0|20240605|0|0.0|004|brenda95@example.net|018-8413688|||||||||
A|A|I|JOHN RICH III||860509077301||JCL000053|3|20230128|1|20230204|20240405|1|1|46436.31|22112.53|132675.18|6|63|45999.75|16|1|2|0|20240405|0|0.0|003|vazquezjames@example.com|017-8924254|||||||||
A|A|I|ANDREA LARSON||501226108612||JCL000054|1|20240914|1|20241001|20241003|1|1|29521.94|7837.68|0.0|0|113|8207.68|17|1|3|0|20241003|0|0.0|002|mayerlindsay@example.org|012-9336748|||||||||
A|A|I|JOSEPH NORRIS||800311045739||JCL000055|1|20230331|1|20230426|20250525|1|1|29419.74|5844.98|0.0|0|151|19414.32|15|1|1|0|20250525|0|0.0|003|shannon32@example.com|019-7420280|||||||||
A|A|C|GRIFFIN-ANDERSON SDN BHD|2003550255-W|2003550255-W|H#######|JCL000056|1|20220826|1|20220826|20230326|1|2|24117.02|4206.46|0.0|0|172|21779.18|14|1|0|0|20230326|0|0.0|002|aimee81@example.net|||C|2016129839-W|2016129839-W||WILLIAMS LTD SDN BHD|1||
A|A|I|JEREMY LEE||680416121711||JCL000057|4|20240419|1|20240421|20250108|1|1|13402.67|6001.2|72014.4|12|67|7074.1|18|1|2|0|20250108|0|0.0|004|okerr@example.org|014-3577954|||||||||
A|A|B|KELLY JACKSON & YOUNG, PHILLIPS AND LEWIS|2023266396-H|840918121501||JCL000058|1|20230324|1|20230407|20250328|1|1|15893.48|6715.55|0.0|0|71|3935.3|15|1|5|0|20250328|0|0.0|002||017-8658112|||||||||
A|A|I|GARRETT MARSHALL||520814107299||JCL000059|1|20221004|1|20221014|20250507|1|1|34236.78|16303.23|0.0|0|63|22571.32|12|1|5|0|20250507|0|0.0|002||018-8168434||C|2000787577-H|2000787577-H||WATKINS, BROWN AND MILLER SDN BHD|1|CO-BORROWER|
A|A|I|JOSEPH COX||570228051359||JCL000060|1|20240322|1|20240412|20240516|1|1|36246.89|29389.37|0.0|0|37|10512.57|17|1|2|0|20240516|0|0.0|001|richardsonmario@example.com|019-4045563|||||||||
A|A|B|JAMES WILSON & BECK-DAVIS|2009627904-M|850801117291||JCL000061|3|20231124|1|20231124|20240207|1|2|27029.5|8359.64|100315.68|12|97|11240.58|14|1|0|0|20240207|0|0.0|001||014-1821001|||||||||
A|A|I|AIMEE HUANG||581214075188||JCL000062|1|20250101|1|20250128|20250702|1|2|13435.45|2760.71|0.0|0|146|7016.31|11|1|0|0|20250702|0|0.0|002|||||||||||
A|A|B|BRIAN ANDERSON & BLAKE PLC|2005354052-X|950306088206||JCL000063|1|20240420|1|20240424|20250108|1|1|18348.79|17756.89|0.0|0|31|9769.48|13|1|4|0|20250108|0|0.0|002||017-5448338|||||||||
A|A|I|DALTON BELTRAN||620401146279||JCL000064|1|20241119|1|20241210|20250707|2|1|48015.74|8374.84|0.0|0|172|20357.59|11|1|1|0|20250707|0|0.0|001|ronnie82@example.org|014-9552969|||||||||
A|A|I|KEITH JOHNSON||550406053001||JCL000065|1|20230326|1|20230419|20230603|1|1|29666.47|8165.08|40825.4|5|109|27607.44|18|1|2|0|20230603|0|0.0|003|mathewslaurie@example.net|019-4569133|||||||||
A|A|C|KING INC SDN BHD|2005183503-M|2005183503-M||JCL000066|3|20240315|1|20240331|20241003|1|2|13964.12|3351.39|40216.68|12|125|9660.03|16|1|0|2|20241003|0|0.0|004|wrocha@example.net|018-9211949|20240811||||||||
A|A|I|DAVID MORRIS||740125143617||JCL000067|1|20230830|1|20230906|20240222|1|2|49900.1|12475.02|0.0|0|120|21743.7|10|1|0|0|20240222|0|0.0|004|johnfigueroa@example.net|013-9215640|||||||||
A|A|B|LEE WONG & WHITNEY-CAIN|2012103727-W|840108038967||JCL000068|2|20221001|1|20221008|20231020|1|1|10852.08|4019.29|0.0|0|81|0.0|13|1|3|0|20231020|0|0.0|004|||||||||||
A|A|I|STANLEY FORBES||650720049129||JCL000069|1|20221213|1|20221218|20250329|1|2|6699.59|4785.42|0.0|0|42|379.75|11|1|0|0|20250329|0|0.0|001||016-7788324|||||||||
A|A|I|LAURA RUIZ||790820019208||JCL000070|1|20250516|1|20250517|20250531|1|2|22455.61|4107.73|0.0|0|164|5031.21|11|1|0|0|20250531|0|0.0|002||018-8455317||I||501214066000||ANGELA HOFFMAN|1|GUARANTOR|
A|A|I|STEPHANIE MOON||640422055678||JCL000071|1|20230113|1|20230125|20230803|1|2|18404.72|5112.42|0.0|0|108|3548.97|16|1|0|0|20230803|0|0.0|004|jamesjoseph@example.net|019-9518111|||||||||
A|A|B|JESSICA BROWN & KNOX AND SONS|2007398468-H|550924102049||JCL000072|1|20250601|1|20250612|20250626|1|2|27726.12|5134.47|10268.94|2|162|5098.12|11|1|0|0|20250626|0|0.0|003|johnnyzimmerman@example.net|019-7509260||I||921113089241||DENISE GARDNER|1||
A|A|C|HOWARD-LEBLANC SDN BHD|2010287791-H|2010287791-H||JCL000073|1|20230706|1|20230710|20231008|1|2|37117.35|13256.2|53024.8|4|84|10164.89|14|1|0|2|20231008|0|0.0|002|vanessabrown@example.org|016-5550389|20230805|C|2010338363-H|2010338363-H||WOOD LTD SDN BHD|1|GUARANTOR|
A|A|C|HAYNES PLC SDN BHD|2023544537-H|2023544537-H||JCL000074|1|20230421|1|20230423|20230705|1|1|11842.93|1984.85|0.0|0|179|1478.35|10|1|4|0|20230705|0|0.0|001|||||||||||
A|A|C|MACDONALD-LEE SDN BHD|2009994010-X|2009994010-X||JCL000075|1|20230904|1|20230924|20241130|1|2|41619.77|32015.21|0.0|0|39|15272.4|10|1|0|0|20241130|0|0.0|002|jonathansmith@example.net|019-5128207|||||||||
A|A|B|DAVID POWELL & THOMAS, BASS AND DIAZ|2015842790-W|570507082509||JCL000076|1|20220914|1|20221014|20250530|1|2|13019.51|3338.34|0.0|0|117|12567.77|15|1|0|0|20250530|0|0.0|003|janetthompson@example.org|016-1276451|||||||||
A|A|I|MICHAEL SIMS||970712092992||JCL000077|1|20220925|1|20221018|20240205|1|1|30691.38|19590.24|117541.44|6|47|23933.85|13|1|2|1|20240205|0|0.0|003|sarah51@example.net|019-3793287|20231221|C|2003110759-M|2003110759-M||KELLY INC SDN BHD|1|GUARANTOR|
A|A|C|CALLAHAN AND SONS SDN BHD|2007427729-M|2007427729-M||JCL000078|3|20221009|1|20221011|20240211|1|1|28416.96|5198.22|31189.32|6|164|1105.07|14|1|5|2|20240211|0|0.0|003|royangelica@example.org|019-3473158|20231229||||||||
A|A|C|WAGNER AND SONS SDN BHD|2019629721-K|2019629721-K||JCL000079|1|20230614|1|20230711|20250407|1|1|26896.18|5682.29|0.0|0|142|1351.8|14|1|5|0|20250407|0|0.0|003|mackenziegreene@example.org||||||||||
A|A|I|KEITH ALVAREZ||720216132849||JCL000080|1|20221018|1|20221027|20231128|1|2|17604.83|4758.06|0.0|0|111|13831.21|16|1|0|0|20231128|0|0.0|003|ydawson@example.org|017-6143161|||||||||
A|A|I|CHRISTINA GEORGE||770916097232||JCL000081|1|20230603|1|20230625|20240508|1|2|14160.98|13275.92|0.0|0|32|10147.84|11|1|0|0|20240508|0|0.0|004|patrickcarter@example.com||||||||||
A|A|I|ROBIN POTTS||551121147348|I#######|JCL000082|1|20221207|1|20221222|20240805|1|2|48922.91|21270.83|127624.98|6|69|12804.87|15|1|0|2|20240805|0|0.0|002|||20240605||||||||
A|A|I|DUSTIN BARNETT||840404086058||JCL000083|1|20240710|1|20240805|20240811|1|1|9994.14|2342.38|7027.14|3|128|9799.8|12|1|3|0|20240811|0|0.0|001|martingarrett@example.net||||||||||
A|A|I|SHERRY MOORE||560208027061||JCL000084|1|20231211|1|20231223|20241121|1|1|13455.94|5936.44|0.0|0|68|2511.93|18|1|3|0|20241121|0|0.0|001||013-1263695|||||||||
A|A|I|JENNIFER BROWN||690112085144||JCL000085|2|20221210|1|20221217|20240411|2|2|35162.44|14450.32|0.0|0|73|0.0|12|1|0|0|20240411|0|0.0|001|charlesbeth@example.net||||||||||
A|A|I|RENEE TUCKER||760811089408||JCL000086|1|20241128|1|20241129|20250120|1|1|9751.6|4120.39|0.0|0|71|9352.06|18|1|3|0|20250120|0|0.0|001|thomastaylor@example.com|016-1112433|||||||||
A|A|I|NATASHA KENNEDY||630120093779||JCL000087|1|20240505|1|20240505|20240610|1|2|17883.24|3483.75|0.0|0|154|5489.38|11|1|0|0|20240610|0|0.0|002|nmontoya@example.net|016-9812391|||||||||
A|A|I|SAMUEL MOONEY||641203058044||JCL000088|1|20230507|1|20230530|20241013|2|2|46489.44|18847.07|0.0|0|74|34554.61|10|1|0|0|20241013|0|0.0|004|heather92@example.net|013-1038735|||||||||
A|A|I|TANYA JACKSON||880309082542||JCL000089|1|20221112|1|20221126|20250219|1|1|11080.17|10072.88|50364.4|5|33|5665.24|13|1|4|0|20250219|0|0.0|002|padillaaaron@example.org|018-6750403|||||||||
A|A|C|ROSE-EDWARDS SDN BHD|2010551017-M|2010551017-M||JCL000090|1|20250210|1|20250301|20250429|1|2|8511.56|1713.74|6854.96|4|149|7036.77|14|1|0|0|20250429|0|0.0|001||019-4585025|||||||||
A|A|I|BENJAMIN PROCTOR||691209034504||JCL000091|1|20230928|1|20231019|20241218|2|1|25124.82|12562.41|0.0|0|60|21225.26|14|1|4|0|20241218|0|0.0|001|cameronboyer@example.org|012-2623627|||||||||
A|A|I|TERESA WYATT||850826079576||JCL000092|1|20230729|1|20230806|20230920|1|1|32031.23|7449.12|44694.72|6|129|21187.17|16|1|2|0|20230920|0|0.0|002||018-7652820|||||||||
A|A|I|CHERYL CARR||970619146414||JCL000093|1|20221013|1|20221029|20221129|1|1|14309.18|13414.86|0.0|0|32|9394.28|15|1|5|0|20221129|0|0.0|004|smithdavid@example.com|017-5378324|||||||||
A|A|C|MERCADO-WILLIAMS SDN BHD|2007189137-K|2007189137-K||JCL000094|1|20250130|1|20250224|20250326|1|1|29780.45|8272.35|41361.75|5|108|9305.5|11|1|1|1|20250326|0|0.0|004||012-8580568|20250130||||||||
A|A|I|MICHAEL RICHARDSON||590220057806||JCL000095|1|20231118|1|20231206|20241028|1|2|27508.48|5894.67|5894.67|1|140|25857.79|17|1|0|0|20241028|0|0.0|003|vmurphy@example.org|019-2971293|||||||||
A|A|I|JESSE ANDERSON||560203048442||JCL000096|1|20240421|1|20240428|20250512|1|2|12051.1|5021.29|0.0|0|72|6458.7|16|1|0|0|20250512|0|0.0|003|perezmegan@example.com|016-1818189|||||||||
A|A|C|BARAJAS, DAWSON AND CRAWFORD SDN BHD|2022578450-W|2022578450-W||JCL000097|1|20220714|1|20220808|20230831|1|2|5163.53|1053.78|0.0|0|147|3574.94|11|1|0|0|20230831|0|0.0|004|steven56@example.org|018-9704653|||||||||
A|A|B|SHELBY LEON & HUYNH-MCKINNEY|2001138359-M|591219108690||JCL000098|1|20230215|1|20230317|20240310|2|1|39175.12|13355.15|0.0|0|88|22437.49|18|1|4|0|20240310|0|0.0|003|fernandorice@example.net|014-3611489|||||||||
A|A|I|CAROL FIGUEROA||780204046584||JCL000099|1|20250122|1|20250208|20250516|2|2|33695.55|11358.05|11358.05|1|89|32245.55|14|1|0|0|20250516|0|0.0|004|christina56@example.org|018-6655134|||||||||
A|A|C|JOYCE, JIMENEZ AND FISHER SDN BHD|2012486230-M|2012486230-M||JCL000100|2|20250129|1|20250201|20250226|2|2|20707.13|7395.4|0.0|0|84|0.0|14|1|0|0|20250226|0|0.0|001|mikelopez@example.net|||C|2014706922-W|2014706922-W||WARD LTD SDN BHD|1|CO-BORROWER|
A|A|B|JUSTIN ELLIS MD & TAYLOR INC|2014345712-M|921024125646||JCL000101|1|20250106|1|20250119|20250517|1|2|47009.47|14539.01|0.0|0|97|6081.76|10|1|0|0|20250517|0|0.0|003|daniellerodriguez@example.com|014-1268316|||||||||
A|A|I|LAURA CLARK||530706116862||JCL000102|1|20230722|1|20230810|20240226|1|1|28383.06|20273.61|0.0|0|42|19700.14|16|1|4|0|20240226|0|0.0|003|connieward@example.org|012-7764291|||||||||
A|A|C|DEAN, HARDY AND HEATH SDN BHD|2003891040-X|2003891040-X||JCL000103|1|20240824|1|20240908|20241006|1|2|37219.96|25967.41|0.0|0|43|14847.15|10|1|0|0|20241006|0|0.0|003|huffmanbrian@example.com|018-8149075||C|2022667239-M|2022667239-M||THOMAS, WHITE AND EATON SDN BHD|1||
A|A|I|ANDREA MEDINA||680214072532||JCL000104|1|20240720|1|20240801|20240911|1|2|42799.78|8734.65|0.0|0|147|20842.67|13|1|0|0|20240911|0|0.0|002|jonmcbride@example.com|013-8354605|||||||||
A|A|I|MICHAEL NELSON JR.||770328044579||JCL000105|1|20240303|1|20240307|20241105|1|1|34017.15|9907.91|0.0|0|103|21626.69|15|1|5|0|20241105|0|0.0|002|mariokent@example.com|016-8774211|||||||||
A|A|C|JOHNSON PLC SDN BHD|2008233648-H|2008233648-H||JCL000106|2|20221013|1|20221101|20221226|1|1|26946.47|6793.23|0.0|0|119|0.0|14|1|2|0|20221226|0|0.0|001|millertroy@example.com|017-4099579|||||||||
A|A|I|DAVID VELASQUEZ||580510061879||JCL000107|2|20221221|1|20221227|20230307|2|2|43056.61|11960.17|0.0|0|108|0.0|18|1|0|0|20230307|0|0.0|001||013-2212901|||||||||
A|A|B|BRETT HOLMES & MENDEZ LLC|2006183439-X|770211032542||JCL000108|1|20240729|1|20240816|20250424|1|1|13405.2|7055.37|0.0|0|57|6713.06|17|1|1|0|20250424|0|0.0|004|lthompson@example.org|017-3349269|||||||||
A|A|I|CHERYL GARCIA||900327011041||JCL000109|1|20230522|1|20230618|20240216|1|1|17136.99|4509.73|18038.92|4|114|7127.57|12|1|4|1|20240216|0|0.0|004|||20231128||||||||
A|A|I|ALYSSA HERNANDEZ||700520115226||JCL000110|1|20250627|1|20250630|20250705|1|1|7743.9|1327.53|0.0|0|175|1276.97|10|1|5|0|20250705|0|0.0|002||016-5072427|||||||||
A|A|C|BURTON LLC SDN BHD|2006540211-M|2006540211-M||JCL000111|1|20220824|1|20220906|20231104|1|1|13907.72|3692.32|18461.6|5|113|2685.17|15|1|4|1|20231104|0|0.0|003|nicholsonmorgan@example.org|012-6652801|20230926||||||||
