payment_code|operation_code|party_type|name|company_reg_no|business_reg_no|passport|account|account_status|relationship_start_date|relationship_type|agreement_date|statement_date|capacity|facility|credit_limit|instalment_amount|amount_in_arrears|month_in_arrears|tenure|total_balance_outstanding|late_payment_interest|principal_repayment_term|collateral_type|legal_status|date_status_update|deletion_reason_code|total_amount_paid|debt_type|email|mobile_no|date_of_notice|sponsor_constitution|sponsor_old_ic_company_reg_no|sponsor_new_ic_business_reg_no|sponsor_passport_no|sponsor_name|sponsor_status|sponsor_remarks|old_account_no
A|A|I|ANTHONY KAUFMAN||810424121092||CHINCHIN000015|2|20240603|1|20240607|20241118|1|4|60705.62|18583.35|0.0|0|98|0.0|15|1|1|0|20241118|0|0.0|001|dferguson@example.com|016-2738882||I||901108051357||DENISE HAWKINS|1|GUARANTOR|
A|A|I|DUSTIN CERVANTES||900110065756||CHINCHIN000016|2|20230510|1|20230605|20230627|1|4|94872.24|12215.31|0.0|0|233|0.0|12|1|5|0|20230627|0|0.0|001|masonsherry@example.org|018-4731951|||||||||
A|A|I|SHEILA HERNANDEZ||641128064192||CHINCHIN000017|1|20250328|1|20250403|20250627|1|4|64373.92|11427.32|0.0|0|169|40652.46|15|1|5|0|20250627|0|0.0|003|lwilkerson@example.com|018-7491184|||||||||
A|A|I|CHRISTOPHER HOOD||820319037803||CHINCHIN000018|1|20230216|1|20230225|20230927|2|4|59728.44|8334.2|0.0|0|215|56048.03|15|1|1|0|20230927|0|0.0|004||018-7806387|||||||||
A|A|C|NICHOLSON-MUNOZ SDN BHD|2015759721-X|2015759721-X||CHINCHIN000019|3|20220904|1|20220922|20230327|1|1|78198.61|25779.76|206238.08|8|91|57195.55|11|1|1|0|20230327|0|0.0|002|amanda71@example.com|016-2380659|||||||||
A|A|I|WESLEY HILL||530403031036||CHINCHIN000020|1|20240712|1|20240718|20240723|1|1|45487.58|4474.19|0.0|0|305|33059.56|9|1|5|0|20240723|0|0.0|003|dclark@example.org|018-2983121|||||||||
A|A|I|ALAN HOFFMAN||920724138052||CHINCHIN000021|1|20250208|1|20250308|20250625|1|4|12472.62|1326.87|0.0|0|282|2551.66|12|1|4|0|20250625|0|0.0|002|charlesscott@example.com|017-2978009||I||970511131354||THERESA PIERCE|1||
A|A|I|CHRISTINA MERCER||610803011187||CHINCHIN000022|1|20240302|1|20240308|20250527|1|1|78759.63|12911.41|0.0|0|183|72256.33|8|1|5|0|20250527|0|0.0|004|wilsonanita@example.org|012-9765999|||||||||
A|A|I|GARY MCDONALD||690127039064||CHINCHIN000023|1|20240426|1|20240516|20250206|1|4|17993.0|1713.62|3427.24|2|315|16713.31|12|1|2|0|20250206|0|0.0|001|kathrynowens@example.com|018-4496113||I||971005091313||KEVIN ALVAREZ|1||
A|A|I|KARI JONES||950901067171||CHINCHIN000024|1|20230417|1|20230426|20240530|1|1|23468.28|2179.72|0.0|0|323|14004.44|13|1|4|0|20240530|0|0.0|002||016-2213343|||||||||
A|A|B|ALLEN GONZALEZ & LEE-SINGLETON|2010169811-K|800122068026||CHINCHIN000025|1|20221025|1|20221031|20231017|1|4|84934.9|9579.12|57474.72|6|266|51252.61|15|1|4|0|20231017|0|0.0|001||018-9660967||I||920122035452||ANNE MILLER|1|CO-BORROWER|
A|A|I|AMANDA BLACKWELL||900522048654||CHINCHIN000026|1|20231204|1|20231219|20240402|1|1|98016.44|13305.4|0.0|0|221|78483.71|11|1|1|0|20240402|0|0.0|003|dallen@example.org|019-5036764|||||||||
A|A|I|DR. DAWN CHEN MD||910927124258||CHINCHIN000027|1|20241202|1|20241229|20250517|2|4|81440.42|11524.59|34573.77|3|212|42818.95|13|1|1|0|20250517|0|0.0|004|apowell@example.net|014-5571044|||||||||
A|A|I|THOMAS GREEN||630427139645||CHINCHIN000028|2|20230328|1|20230331|20240201|1|4|45776.56|8803.18|0.0|0|156|0.0|9|1|5|0|20240201|0|0.0|002|emartinez@example.org|012-9810434|||||||||
A|A|I|CHRISTINE RIVERA||570725061346||CHINCHIN000029|1|20250630|1|20250714|20250714|1|1|90906.51|11223.03|0.0|0|243|67790.02|11|1|5|0|20250714|0|0.0|003||018-2219887||I||510206074773||KIMBERLY GONZALEZ|1|GUARANTOR|
A|A|C|GONZALEZ-DONALDSON SDN BHD|2016967733-W|2016967733-W||CHINCHIN000030|1|20240827|1|20240911|20250202|2|4|22591.19|3080.62|6161.24|2|220|19814.4|8|1|5|0|20250202|0|0.0|002|angela47@example.com|017-8168470||C|2018808883-H|2018808883-H||BOWMAN PLC SDN BHD|1||
A|A|I|YOLANDA DEAN||950815087410||CHINCHIN000031|1|20220815|1|20220817|20240219|1|1|66504.36|8867.25|0.0|0|225|22428.16|14|1|1|0|20240219|0|0.0|004|dpadilla@example.net|016-9930147|||||||||
A|A|I|CHRISTOPHER VALDEZ||690605061823||CHINCHIN000032|1|20241023|1|20241111|20250530|1|4|62183.48|19035.76|95178.8|5|98|54181.4|14|1|3|1|20250530|0|0.0|001|jaclynsaunders@example.com|013-9179903|20250417||||||||
A|A|C|FRANKLIN GROUP SDN BHD|2010762082-M|2010762082-M||CHINCHIN000033|1|20250622|1|20250720|20250720|1|4|95210.94|29146.21|145731.05|5|98|44080.47|13|1|1|1|20250720|0|0.0|001|ray09@example.net|016-5879748|20250512|C|2002720782-W|2002720782-W||STEWART, OWEN AND COLON SDN BHD|1||
A|A|C|WRIGHT, SMITH AND PATTERSON SDN BHD|2017441313-H|2017441313-H||CHINCHIN000034|3|20241221|1|20250111|20250113|1|1|31886.8|3231.77|19390.62|6|296|15347.93|13|1|2|0|20250113|0|0.0|004|quinnjordan@example.net||||||||||
A|A|I|DANIEL RAMOS||680816037537||CHINCHIN000035|3|20231121|1|20231214|20241218|1|1|65079.26|10168.63|30505.89|3|192|63072.75|14|1|1|0|20241218|0|0.0|001|simonheather@example.net|017-1888938|||||||||
A|A|I|BRANDY JENSEN||620417075692||CHINCHIN000036|3|20240508|1|20240531|20240615|1|1|48942.94|4078.58|16314.32|4|360|15056.17|14|1|3|0|20240615|0|0.0|001||013-8093097|||||||||
A|A|C|HAMPTON PLC SDN BHD|2014733288-X|2014733288-X||CHINCHIN000037|1|20230615|1|20230622|20231226|1|4|52749.45|5475.72|32854.32|6|289|50972.54|11|1|1|2|20231226|0|0.0|003|kbrown@example.net|013-5609414|20231124||||||||
A|A|I|MR. PHILLIP HESTER||910915109658||CHINCHIN000038|1|20220925|1|20221022|20241230|1|4|82803.77|8392.27|25176.81|3|296|82539.91|15|1|5|0|20241230|0|0.0|002|michael20@example.net||||||||||
A|A|I|MITCHELL GREER||670423111831||CHINCHIN000039|1|20250220|1|20250224|20250330|1|4|10047.99|2984.55|0.0|0|101|4806.93|15|1|1|0|20250330|0|0.0|001|ronald73@example.org|017-5670861||C|2003572820-H|2003572820-H||PEREZ, WOODWARD AND WILSON SDN BHD|1|CO-BORROWER|
A|A|I|KATHY RUSH||960221053106||CHINCHIN000040|2|20240726|1|20240818|20250324|1|4|56176.25|6964.0|0.0|0|242|0.0|15|1|3|0|20250324|0|0.0|001|robertbradford@example.net|012-8292747|||||||||
A|A|I|SARAH HUGHES||551215107131||CHINCHIN000041|1|20230803|1|20230816|20240125|1|4|32671.16|4033.48|0.0|0|243|1101.97|14|1|5|0|20240125|0|0.0|004|ofreeman@example.com|016-7334010|||||||||
A|A|I|ANTHONY HARRISON||970110116736||CHINCHIN000042|4|20240612|1|20240707|20241230|1|4|37738.1|7701.65|46209.9|6|147|5813.72|15|1|1|2|20241230|0|0.0|002||013-1612674|20241113||||||||
A|A|I|CHRISTIAN GALLOWAY||850124026264||CHINCHIN000043|1|20240513|1|20240518|20250419|1|4|98996.63|12478.57|0.0|0|238|77552.41|12|1|5|0|20250419|0|0.0|001|sarahstanley@example.org||||||||||
A|A|C|BROWN GROUP SDN BHD|2013286653-H|2013286653-H||CHINCHIN000044|1|20241224|1|20241225|20250410|2|4|61905.92|6539.36|0.0|0|284|31397.98|10|1|3|0|20250410|0|0.0|003||019-5962099|||||||||
A|A|I|ANDREA RUIZ||730618135538||CHINCHIN000045|1|20230219|1|20230228|20240716|1|4|49489.01|6810.41|40862.46|6|218|25372.07|8|1|2|2|20240716|0|0.0|001|gregorymichael@example.net|018-8785865|20240528||||||||
A|A|C|FRANKLIN-HOWARD SDN BHD|2010806527-X|2010806527-X||CHINCHIN000046|1|20220727|1|20220804|20230730|1|4|93997.42|7833.12|0.0|0|360|45806.25|15|1|2|0|20230730|0|0.0|001|bryantnina@example.org|012-2190891|||||||||
A|A|I|RYAN DANIEL||890521104661||CHINCHIN000047|1|20221018|1|20221109|20240228|1|4|13742.86|1549.95|0.0|0|266|6976.0|14|1|2|0|20240228|0|0.0|003|paularandall@example.com|014-5836214||I||681012092928||ELIZABETH HOLDEN|1||
A|A|C|GOMEZ AND SONS SDN BHD|2002492183-W|2002492183-W||CHINCHIN000048|3|20240111|1|20240115|20241229|1|4|73744.02|19752.86|118517.16|6|112|52242.87|8|1|3|1|20241229|0|0.0|003|||20241004||||||||
A|A|I|SCOTT CAMPBELL||531101115163||CHINCHIN000049|1|20221027|1|20221028|20240422|1|4|23849.36|4557.2|13671.6|3|157|16190.81|11|1|2|0|20240422|0|0.0|003|gail34@example.net|013-6001394||C|2006925517-M|2006925517-M||LUCERO INC SDN BHD|1||
A|A|B|KATHRYN DANIELS & ROSARIO LLC|2001340248-W|921003064318||CHINCHIN000050|3|20230508|1|20230514|20241124|2|1|21079.79|1854.53|9272.65|5|341|9163.51|10|1|2|0|20241124|0|0.0|003|akhan@example.net|||I||570610066103||MICHELLE MOORE|1||
A|A|I|VICTORIA CANNON||830916139172||CHINCHIN000051|1|20241215|1|20250103|20250405|1|1|84143.93|13427.22|0.0|0|188|49575.57|11|1|3|0|20250405|0|0.0|003|donaldnewman@example.net|018-2967301||I||920608091988||SHANE SIMON|1|GUARANTOR|
A|A|C|HUNT, CUMMINGS AND HERNANDEZ SDN BHD|2007168247-X|2007168247-X||CHINCHIN000052|1|20250701|1|20250724|20250724|1|4|13020.23|2657.19|7971.57|3|147|11369.87|14|1|4|0|20250724|0|0.0|002|alejandrowilliams@example.net|014-9651060|||||||||
A|A|I|JESSICA RICHARDSON||660817013070||CHINCHIN000053|4|20230412|1|20230417|20250511|2|4|49722.17|4400.19|22000.95|5|339|7614.84|11|1|2|1|20250511|0|0.0|002|dchandler@example.org|013-5086055|20250309||||||||
A|A|I|ALBERT CHAPMAN||840801087467||CHINCHIN000054|1|20240830|1|20240831|20240915|1|4|17460.45|3587.76|0.0|0|146|7249.06|11|1|3|0|20240915|0|0.0|004|hhaynes@example.org|018-9141653|||||||||
A|A|I|BENJAMIN MAXWELL||861126027581||CHINCHIN000055|1|20230402|1|20230411|20250502|2|1|36239.49|3169.63|0.0|0|343|28037.39|13|1|1|0|20250502|0|0.0|002|hunterdavid@example.net|014-3990921|||||||||
A|A|I|REGINALD ANDRADE||500122126179||CHINCHIN000056|1|20250215|1|20250220|20250222|1|1|85706.64|7304.54|43827.24|6|352|34159.41|8|1|2|0|20250222|0|0.0|004|kingjason@example.com|013-3956795|||||||||
A|A|I|MICHAEL LOVE||801001094668||CHINCHIN000057|2|20241027|1|20241029|20241206|1|4|92181.55|9983.56|0.0|0|277|0.0|13|1|3|0|20241206|0|0.0|002|susan49@example.com|012-1961534|||||||||
A|A|I|JULIE BELL||650107052558||CHINCHIN000058|1|20250223|1|20250317|20250503|2|1|61685.0|7742.89|0.0|0|239|11105.97|8|1|5|0|20250503|0|0.0|002|uhall@example.com|017-1215983||C|2001469734-X|2001469734-X||ALLEN AND SONS SDN BHD|1|CO-BORROWER|
A|A|I|KIMBERLY DOMINGUEZ||591020071134||CHINCHIN000059|1|20240204|1|20240224|20241121|1|4|13187.99|1504.33|0.0|0|263|8115.97|8|1|2|0|20241121|0|0.0|001|jwilson@example.org|019-1463207|||||||||
A|A|I|WILLIE GONZALEZ||770909104240||CHINCHIN000060|1|20221019|1|20221114|20240131|2|4|34435.66|3624.81|0.0|0|285|12689.63|13|1|3|0|20240131|0|0.0|001|brayshannon@example.com|018-8678314||C|2009272589-H|2009272589-H||SILVA, WALKER AND CLARKE SDN BHD|1|GUARANTOR|
A|A|B|CHARLES WILSON & BRYANT, GALVAN AND MORRIS|2024793132-M|510711039877||CHINCHIN000061|1|20240916|1|20241007|20241022|2|4|62529.5|5284.18|0.0|0|355|57056.91|11|1|4|0|20241022|0|0.0|004||019-7152375|||||||||
A|A|C|PHILLIPS, FREY AND JOHNSON SDN BHD|2020362188-M|2020362188-M||CHINCHIN000062|1|20241001|1|20241028|20250503|1|4|75708.66|6309.06|0.0|0|360|17251.83|8|1|4|0|20250503|0|0.0|001|utaylor@example.net||||||||||
A|A|I|RANDY STEPHENSON||801214022951||CHINCHIN000063|1|20231012|1|20231026|20250420|1|4|41455.51|4858.07|24290.35|5|256|14591.53|10|1|4|0|20250420|0|0.0|004|torresvirginia@example.com|||C|2011774412-H|2011774412-H||NOBLE, BENSON AND HAHN SDN BHD|1||
A|A|I|GINA GARCIA||990111121106||CHINCHIN000064|1|20240928|1|20241005|20250615|1|1|16287.93|1931.38|0.0|0|253|1659.13|8|1|3|0|20250615|0|0.0|003|lcooper@example.net|014-6328677|||||||||
A|A|I|JILL DAVIS||800113018621||CHINCHIN000065|1|20240418|1|20240512|20250404|1|4|31873.91|8692.88|43464.4|5|110|31723.63|10|1|5|2|20250404|0|0.0|003|harrisjoshua@example.com|019-9117797|20250125||||||||
A|A|I|KAYLEE BROWN||810625035896||CHINCHIN000066|1|20230716|1|20230811|20250131|2|4|38953.58|8004.16|0.0|0|146|8019.44|15|1|4|0|20250131|0|0.0|003|briannacampbell@example.org|013-4194420|||||||||
A|A|I|JENNIFER NEWMAN||581214059188||CHINCHIN000067|2|20250612|1|20250706|20250706|2|4|89034.75|17926.46|0.0|0|149|0.0|14|1|2|0|20250706|0|0.0|004|ryanmckenzie@example.net|013-9462295|||||||||
A|A|I|DONALD COLLINS||640721045701||CHINCHIN000068|1|20250702|1|20250716|20250716|1|4|74658.83|12306.4|61532.0|5|182|45879.99|10|1|1|2|20250716|0|0.0|003|ngibson@example.net|013-6615452|20250505||||||||
A|A|I|WILLIAM LEE||521018082314||CHINCHIN000069|1|20240813|1|20240910|20250401|1|1|50996.46|4421.66|0.0|0|346|48891.19|12|1|1|0|20250401|0|0.0|003|sthomas@example.com|012-6518049|||||||||
A|A|B|SCOTT ANDERSON & OLSON-BROWN|2011744697-H|620604033175||CHINCHIN000070|1|20221211|1|20230101|20231106|1|4|46114.93|12576.8|0.0|0|110|43025.28|14|1|4|0|20231106|0|0.0|002|stacey88@example.net|014-9565682||C|2023828037-H|2023828037-H||BROWN, MARTINEZ AND SNYDER SDN BHD|1|CO-BORROWER|
A|A|I|NANCY WALKER||810711123902||CHINCHIN000071|1|20220814|1|20220826|20230203|1|1|11830.19|1034.71|0.0|0|343|60.53|12|1|1|0|20230203|0|0.0|004|||||||||||
A|A|I|JOSEPH WARD||650225095847||CHINCHIN000072|1|20230117|1|20230213|20250123|1|1|28062.4|2647.4|0.0|0|318|11441.65|10|1|1|0|20250123|0|0.0|002||014-1490755|||||||||
A|A|I|ABIGAIL TURNER||580811121596||CHINCHIN000073|1|20240416|1|20240421|20240613|1|1|73285.51|11510.81|34532.43|3|191|36755.62|15|1|2|0|20240613|0|0.0|002||012-7834204|||||||||
A|A|C|CALHOUN, RAMIREZ AND JONES SDN BHD|2018831772-H|2018831772-H||CHINCHIN000074|1|20220909|1|20221009|20250511|1|4|22908.26|3095.71|6191.42|2|222|6855.38|15|1|3|0|20250511|0|0.0|003|tara63@example.org|012-9639290||C|2018761387-M|2018761387-M||WRIGHT, MILES AND CHEN SDN BHD|1|GUARANTOR|
A|A|C|RAMIREZ-ZAMORA SDN BHD|2009383699-X|2009383699-X||CHINCHIN000075|2|20250501|1|20250526|20250623|2|4|83805.66|8947.22|0.0|0|281|0.0|10|1|2|0|20250623|0|0.0|003|farmerandrew@example.com|019-9427748|||||||||
A|A|I|ELIZABETH OWENS||500315099584||CHINCHIN000076|1|20250601|1|20250618|20250622|1|1|83991.07|9063.78|0.0|0|278|37408.53|10|1|4|0|20250622|0|0.0|002|amyhuffman@example.org||||||||||
A|A|I|KAYLEE PALMER||691212026870||CHINCHIN000077|1|20220908|1|20220908|20221111|1|4|46096.39|3895.47|0.0|0|355|6564.97|8|1|2|0|20221111|0|0.0|001|tjones@example.net||||||||||
A|A|C|WONG LTD SDN BHD|2007756462-M|2007756462-M||CHINCHIN000078|4|20230109|1|20230203|20230921|1|1|75462.21|7943.39|95320.68|12|285|53782.61|9|1|5|0|20230921|0|0.0|004|smithrobert@example.com|014-2360886|||||||||
A|A|B|SUZANNE ROBINSON & BARNETT-ROCHA|2004970107-K|830226058486||CHINCHIN000079|1|20230820|1|20230916|20250110|1|1|22558.44|3177.25|15886.25|5|213|5325.89|8|1|4|1|20250110|0|0.0|002||018-3298177|20241210||||||||
A|A|C|ASHLEY, HILL AND JOHNSON SDN BHD|2020312381-M|2020312381-M||CHINCHIN000080|1|20221206|1|20230102|20231123|1|1|96394.52|18187.65|0.0|0|159|50790.36|12|1|3|0|20231123|0|0.0|001|||||||||||
A|A|I|JUSTIN JENKINS||801110036418||CHINCHIN000081|2|20241112|1|20241211|20250603|2|1|99156.04|21555.66|0.0|0|138|0.0|14|1|2|0|20250603|0|0.0|003||019-5962307|||||||||
A|A|C|COBB, PAUL AND GONZALEZ SDN BHD|2023850539-K|2023850539-K||CHINCHIN000082|1|20230902|1|20230925|20250605|1|1|28333.59|3972.0|0.0|0|214|16362.89|15|1|1|0|20250605|0|0.0|001|lisa15@example.com|018-8967261||C|2023211773-X|2023211773-X||WALL, MILLER AND LAMB SDN BHD|1||
A|A|C|HOBBS, COOK AND ANTHONY SDN BHD|2009509133-W|2009509133-W||CHINCHIN000083|1|20240319|1|20240409|20250614|1|4|74065.0|8887.8|0.0|0|250|1788.95|10|1|4|0|20250614|0|0.0|001||017-9115902|||||||||
A|A|I|NICHOLE HUGHES||720511032656||CHINCHIN000084|1|20230617|1|20230707|20241204|1|4|13604.83|2020.52|0.0|0|202|4158.51|9|1|1|0|20241204|0|0.0|004||019-9110535|||||||||
A|A|B|BEVERLY WRIGHT & SANDERS-MILLER|2016939646-M|630412122484||CHINCHIN000085|1|20230716|1|20230721|20230814|2|1|59204.22|5692.71|0.0|0|312|10358.56|12|1|2|0|20230814|0|0.0|004|cordovathomas@example.org|014-2329082|||||||||
A|A|I|JASON SANDERS||970307112093||CHINCHIN000086|1|20230128|1|20230215|20240826|1|1|23969.06|4254.86|0.0|0|169|7933.25|13|1|1|0|20240826|0|0.0|002|blin@example.net|012-5148521|||||||||
A|A|I|MATTHEW COOK||770402051788||CHINCHIN000087|1|20221230|1|20230115|20230530|1|1|40649.69|4092.25|0.0|0|298|6965.89|9|1|1|0|20230530|0|0.0|001|emorgan@example.org|017-6449786|||||||||
A|A|I|TONY MULLEN||680412054712||CHINCHIN000088|1|20240820|1|20240824|20241211|2|1|85598.59|9546.31|47731.55|5|269|81883.13|8|1|1|2|20241211|0|0.0|001|btanner@example.org|016-5071772|20240927||||||||
A|A|C|SAUNDERS, BAILEY AND HORN SDN BHD|2021792495-W|2021792495-W||CHINCHIN000089|1|20250405|1|20250412|20250529|1|1|11552.37|1288.37|0.0|0|269|6095.26|15|1|1|0|20250529|0|0.0|002|christopherjackson@example.com|014-6770283|||||||||
A|A|I|JOSEPH BARNES||811201029588||CHINCHIN000090|1|20221230|1|20230120|20240104|1|4|82919.53|11410.94|0.0|0|218|72376.68|12|1|2|0|20240104|0|0.0|001|jefferywilliams@example.net|018-5273387|||||||||
A|A|B|EMILY BAUTISTA & ROBERTS LLC|2010758790-H|861124089477||CHINCHIN000091|1|20220930|1|20221008|20230315|1|4|84852.31|9790.65|0.0|0|260|12686.04|10|1|1|0|20230315|0|0.0|002||014-3638710|||||||||
A|A|C|WEAVER, FISHER AND PEARSON SDN BHD|2024797753-K|2024797753-K||CHINCHIN000092|1|20250407|1|20250410|20250526|1|4|23441.93|6894.69|0.0|0|102|8907.38|8|1|1|0|20250526|0|0.0|002|rushguy@example.net|018-6360673|||||||||
A|A|I|AMY MARTIN||830818144029||CHINCHIN000093|1|20241107|1|20241126|20250423|1|1|86902.03|19311.56|0.0|0|135|46010.81|11|1|2|0|20250423|0|0.0|001|deborahdominguez@example.net|018-4221434|||||||||
A|A|I|MIRANDA MARTIN||880623068726||CHINCHIN000094|1|20220827|1|20220831|20220831|2|1|36733.77|4408.05|22040.25|5|250|9936.45|13|1|4|2|20220831|0|0.0|004|ruthzamora@example.com|013-6778519|20220608||||||||
A|A|I|ALEXANDER WATSON||590215022345||CHINCHIN000095|1|20231013|1|20231021|20250324|1|4|41015.46|8981.49|0.0|0|137|37236.0|8|1|4|0|20250324|0|0.0|002|dominguezandrew@example.net|012-8537253|||||||||
A|A|I|DIANE HALL||721112131045||CHINCHIN000096|1|20220729|1|20220820|20230826|1|4|19488.8|3029.35|0.0|0|193|7008.77|9|1|2|0|20230826|0|0.0|001||019-3307760|||||||||
A|A|C|MARTIN AND SONS SDN BHD|2002931429-H|2002931429-H||CHINCHIN000097|1|20220921|1|20221018|20230717|1|1|91688.56|20527.29|0.0|0|134|11097.62|14|1|3|0|20230717|0|0.0|001|zdaniels@example.net|014-9430861|||||||||
A|A|I|CHARLES BULLOCK||880607027764||CHINCHIN000098|1|20240618|1|20240711|20250220|1|4|19516.25|2842.17|17053.02|6|206|7934.04|15|1|5|1|20250220|0|0.0|003|kennethlawson@example.net|013-9700862|20250107||||||||
A|A|I|EMILY JOSEPH||600225101589|H#######|CHINCHIN000099|1|20220802|1|20220830|20241117|1|1|59849.12|5558.74|0.0|0|323|33673.89|10|1|4|0|20241117|0|0.0|001|stevengarcia@example.org|018-7150753|||||||||
A|A|I|JONATHAN SMITH||910108121327||CHINCHIN000100|1|20230929|1|20231011|20240815|1|4|52975.37|16053.14|0.0|0|99|3598.71|10|1|5|0|20240815|0|0.0|002||013-1100607|||||||||
A|A|I|JULIE PATTERSON||580402145655||CHINCHIN000101|1|20240415|1|20240507|20241023|2|4|60528.09|9408.51|47042.55|5|193|57497.06|12|1|2|1|20241023|0|0.0|002|lauren37@example.net|018-2426233|20240814||||||||
A|A|I|JILL FOWLER||550121082175||CHINCHIN000102|1|20231013|1|20231016|20250305|1|4|31937.22|7258.46|0.0|0|132|1484.2|10|1|2|0|20250305|0|0.0|004|emilymendoza@example.net|012-1588429|||||||||
A|A|I|MICHAEL MILLER||770628016419||CHINCHIN000103|1|20241221|1|20250105|20250524|1|4|89442.64|12716.96|12716.96|1|211|84237.4|9|1|5|0|20250524|0|0.0|001|bsharp@example.net|012-2850460|||||||||
A|A|C|WATSON LTD SDN BHD|2004307122-M|2004307122-M||CHINCHIN000104|3|20250222|1|20250317|20250622|1|1|43932.35|9550.51|38202.04|4|138|968.68|9|1|2|1|20250622|0|0.0|004|kyle59@example.com|017-5631501|20250506||||||||
A|A|C|MORA INC SDN BHD|2023984743-K|2023984743-K||CHINCHIN000105|2|20250622|1|20250721|20250721|1|1|48861.22|15111.72|0.0|0|97|0.0|11|1|4|0|20250721|0|0.0|002|rhenderson@example.net|013-1593469||C|2009740235-M|2009740235-M||GRIFFIN, WEBB AND HOLMES SDN BHD|1|GUARANTOR|
A|A|I|KIMBERLY CAMPBELL||870818045030||CHINCHIN000106|1|20230514|1|20230515|20240428|1|1|99781.17|15272.63|0.0|0|196|42935.65|9|1|1|0|20240428|0|0.0|002|sarahhatfield@example.org|019-1011997|||||||||
A|A|I|SANDRA CALDWELL||721224075057||CHINCHIN000107|1|20230716|1|20230809|20230919|1|1|20229.51|3634.04|0.0|0|167|4601.17|11|1|1|0|20230919|0|0.0|002|mendezisaac@example.net|012-2796597|||||||||
